text,sentiment
سهم حتی تا 280 تومان هم بیاد ما سهامداری میکنیم و پله ای خرید ولی متاسفانه باید این اصلاح سهمو قبول کنیم چون شاخص ساز ها همشون اصلاحشونو شروع کردن و داشتن مجمع هم اصلاحو سهمو شدیدتر کرده. سهامداری سهامداری,positive
وتجارت ❤️❤️❤️,positive
به کوری چشم همشون شنبه سهممون زو حمایت می کنیم..,positive
فقط وتجارت رو عشقه,positive
تقریبا میشه گفت نمودارش مثل وپارس رشد کرده. بنظر یکی دوتا کندل منفی دیگه داره سپس به رشدش ادامه میده. محدوده 390.360حمایت خیلی خوبی داره. پرسود باشید,positive
تا آخر با تجارت,positive
سلام دوستان عزیز. آقا از لحاظ تکنیکال با خیال راحت با 10 درصد منفی احتمالی روند صعودی خودش رو از سر می‌گیره. خیالتون راحت باشه. احتمال خیلی ضعیف بخواد از فیب 23 پایین‌تر بیاد که اگر بیاد تا 316 میاد پایین و نه 280. الان بهترین وقت برای ورود به سهم هست اما پله ای که اگر فیب 33 به پایین شکسته شد خرید بعد رو هم رو پله ای بعد داشته باشین تا کم‌ترین ضرر رو تو خرید فعلی و بیشترین سود رو در آینده داشته باشین. ان‌شاالله. موفق باشین,positive
فته آتی میبینید,positive
سهم زیر 500 با این شناوری میشه طلا,positive
من با ضررشم هستم,positive
من شنبه توصف خریدم.,positive
رتبه 2 نقد شوندگی در بورس ایران است تجارت دیگه چی می خواهید,positive
رتبه نقد شوندگی 2 در بورس ایران. نترسید نگه دارید دنبال سهم های زپرتی با نقد شوندگی مزخرف نروید,positive
پرواز ... ..,positive
پارسال سهم شپنا این موقع ببینید چقدر بوده. موفق باشید و صبور,positive
میخوان سهمای خوب مثل تجارت صادرت و خزامیا رو از دستمون دربیارن من هرسه تاشم دارم هرسه منفیه ولی دیگه زیاد پیگیر منفی مثبت نیستم چون اگه بفروشم خیلی ضرر میکنم حداقل اینا مطمئن ترن,positive
سلام. این روزها بهترین فرصت افزایش سهم هست هر روز 5000سهم اضافه کردم,positive
عزیزان کسانی که سردرگم هستید .ببینید وتجارت روی حمایت قوی فیبوناچی هست که بالای 99٪ همیشه دقیق عمل میکنه و اینکه این سهم تو این قیمت اصلاحی بیش از 3 یا 4 روز نداشته اگر نرید تو صف فروشی که حقوقی درست میکنه برای خرید سهم در قیمت پایین سهم قطعا شنبه مثبت هست یکم از سهامداران خساپا یاد بگیرید کافیه,positive
دوستان خوبم وتجارت نزدیک یک سطح حمایت قوی تاریخی هستش و بخاطر همون حمایت خوب به احتمال زیاد شنبه سهم برگرده ، اکه تایم فریم هفتگی یا ماهانه رو بررسی کنین متوجه میشین ، اگه هم حرفم اشتباهه خواهشاً اصلاح کنین اشتباهم رو ، ممنون ، پر سود باشین,positive
اخه سهم چهارصد تومانی اصلاحش کجا بود داستان چیه بورس داره سقوط ازاد می کنه؟,positive
اگه بازار همش رو به بالا باشه کسی سهمشو نمیفروشه معاملات راکد میشه باید ریزش باشه تا به سری بفروشند بعد تو رو به بالا جذابیت داشته باشه برای خریدن سهم از دست رفته,positive
MACDرو نگاه کنین بد نیست خط سیگنال و خط روند افتادن روی هم فشردگی خط روند و خط سیگنال همیشه قبل از یه رشد بزرگ اتفاق میفته تا میتونین بخرین,positive
شنبه به حمایت خوبی بر خورد میکنه بازار هم احتمالا خوبه پس شنبه برمیگرده سنگین در کف قیمت جم کنین ک ب این قیمت سهمی در بازار نیست,positive
عزیزان یه نکته ریز ... ازونجایی که وتجارت از وبصادر عقب تر هست زودتر مثبت میشه. با توجه به صف فروش سبکتره وتجارت و حجم بیشتری که نسبت به وبصادر تو این چند روزه منفی خورده همه چی مشهوده ... .دقیقا وتجارت مثل الان خساپا عمل میکنه ... خساپا هم چون از خودرو عقب تر هست هنوز منفی نشده و شاید هم نشه. در کل دوستان:صبر=سود ... عجله و هیجان=ضرر,positive
یکم اصلاح کنه خوبه برای هدف اصلی🚀,positive
شیر نر تالار شیشه ای,positive
افزایش سرمایه رو بزنه پرواز,positive
این بهترین فرصت خریده. حالا خواهید دید,positive
محکم بشینید صف تازیر پاتون علف سبز شه,positive
افزایش سرمایه قطعی است. منتظر سود بالا باشید,positive
فقط کافیه خبر افزایش سرمایه وتجارت بیاد بیرون ... ... .,positive
وتجارت طلایه. هرکی امروز فروخت پشیمون میشه,positive
